nomeLocalidade,estado,População residente,Densidade demográfica,Porcentagem de Jovens,Porcentagem de Ativos,Porcentagem de Idosos,Taxa de Urbanização,Taxa de Saneamento Básico,Ativos com Baixo Nível Educacional,Ativos com Médio Nível Educacional,Ativos com Alto Nível Educacional,Percentual de estrangeiros ao total de Trabalhadores,PIB Municipal,Estudantes Ensino primário,Estudantes Ensino secundário,Estudantes Ensino superior,Óbitos até 1 ano de idade por milhares de habitantes,Óbitos por milhares de habitantes,Nascidos por milhares de habitantes,Hospitais por milhares de habitantes,Médicos por milhares de habitantes,% de pobres,IDH,Percentual de trabalhadores especializados,"Valores de Importação por 10,000 habitantes","Valores de Exportação por 10,000 habitantes","Número de hotéis por 10,000 habitantes",Percentual de empresas do setor primário em relação ao total,Percentual de empresas do setor secundário em relação ao total,Percentual de empresas do setor terciário em relação ao total,Percentual de trabalhadores do setor primário em relação ao total,Percentual de trabalhadores do setor secundário em relação ao total,Percentual de trabalhadores do setor terciário em relação ao total,Média Salarial,Produtividade,Taxa de desemprego dos jovens,Taxa de desemprego,"Número de trabalhadores(Comerciais, hotéis e restaurantes) por 1,000 habitantes","Número de ativos culturais e de lazer por 10,000 habitantes",cat_export,cat_import
Barbalha,Ceará,55323,97.14,46.77,44.98,8.25,70.08,13.39,57.39,33.24,9.37,0.15,465539725.6,11257,3457,275,0.3,17.8,19.5,0.05,0.18,28.35,0.82,15.09,3150467.26,18929.74,0.9,0.59,20.35,79.06,1.15,43.85,34.12,804.49,2104896.78,19.45,9.65,12.11,0.36,media,media
Beberibe,Ceará,49311,30.37,44.21,47.29,8.5,44.9,7.85,74.05,21.43,4.52,3.88,328862455.7,9880,2400,0,0.0,3.4,11.5,0.02,0.55,38.18,0.78,17.36,51147.41,184603.84,3.65,8.73,16.27,74.6,32.61,8.58,16.82,661.81,1697708.98,16.7,6.75,12.49,0.2,media,media
Camocim,Ceará,60158,53.48,49.24,44.04,6.73,75.68,24.29,71.45,23.62,4.93,0.0,380407909.8,12473,3507,0,0.0,3.4,18.3,0.02,0.52,45.76,0.73,12.49,27218.82,871078.49,1.99,5.35,6.98,87.67,5.39,17.17,35.82,678.15,1815158.17,17.2,9.25,14.69,0.33,media,media
Cascavel,Ceará,66142,79.21,44.56,47.1,8.34,85.44,3.7,71.12,24.23,4.65,1.69,478672961.1,12483,3494,0,0.1,3.5,14.5,0.03,0.35,31.25,0.79,10.34,2166926.76,24326642.53,1.36,4.09,19.18,76.73,12.21,50.42,24.39,738.76,1863989.41,18.11,8.95,11.82,0.0,media,media
Fortaleza,Ceará,2452185,7786.44,42.04,51.35,6.61,100.0,60.17,44.31,38.03,17.67,1.92,37284197789.0,397076,144843,107073,0.2,6.5,16.6,0.06,1.53,12.14,0.82,18.68,3082078.44,1076321.77,1.3,0.28,21.46,78.24,0.24,20.48,57.58,1023.28,3296526.26,17.88,7.7,47.84,1.44,media,media
Guaiúba,Ceará,24091,90.19,49.32,43.99,6.69,78.76,14.07,69.97,25.63,4.4,3.17,104763568.1,4583,1118,0,0.0,2.3,13.3,0.0,0.0,40.45,0.77,10.05,310272.72,20225.4,0.0,7.35,20.59,72.06,18.34,10.26,35.77,747.91,1251798.3,20.91,8.96,5.02,0.0,media,media
Icapuí,Ceará,18392,43.43,44.01,49.33,6.66,32.64,0.59,72.84,22.65,4.51,0.71,152594009.9,3663,800,0,0.1,3.3,13.4,0.0,0.06,33.32,0.76,8.71,2220415.94,41218452.04,1.63,11.58,6.32,82.11,69.72,1.18,10.69,725.09,2069740.95,18.22,8.42,8.21,0.54,media,media
Itapagé,Ceará,48350,112.29,48.84,43.82,7.35,71.3,27.81,73.99,20.95,5.06,0.0,594698231.0,10750,2903,0,0.1,3.2,17.5,0.06,0.02,42.45,0.76,13.68,206477.97,17035976.42,0.62,0.44,20.52,79.04,0.14,57.44,15.89,733.82,3364029.63,16.33,9.33,8.75,0.21,media,media
Itapipoca,Ceará,116065,71.9,50.45,42.46,7.1,59.83,34.75,65.4,28.29,6.31,0.64,704177961.5,26640,7551,627,0.1,4.0,19.1,0.02,0.28,45.0,0.76,13.79,410554.69,790202.39,0.6,1.39,11.55,87.07,3.43,34.33,30.01,785.96,1610801.54,15.98,9.39,11.66,0.26,media,media
Jaguaribe,Ceará,34409,18.33,43.83,46.39,9.78,68.79,52.5,68.79,24.42,6.78,0.0,235394377.6,7187,1677,0,0.1,4.4,15.2,0.03,0.41,37.3,0.76,20.41,474354.67,118890.41,0.58,2.13,14.89,82.98,1.99,20.53,24.9,806.24,1740147.82,13.74,6.93,9.76,0.0,media,media
Jaguaruana,Ceará,32236,37.16,44.33,48.02,7.65,59.94,7.7,74.94,21.29,3.77,0.0,230835226.4,5143,1542,0,0.1,3.6,14.1,0.0,0.75,34.35,0.78,17.51,1530492.62,791077.68,0.31,10.0,23.13,66.88,6.63,38.0,12.05,816.33,1622098.09,13.4,7.73,7.91,0.0,media,media
Juazeiro do Norte,Ceará,249939,1004.45,46.83,45.65,7.52,96.38,34.98,55.99,33.76,10.25,0.11,2158415718.0,46802,15174,11489,0.2,4.6,17.4,0.06,0.2,23.43,0.81,26.44,302782.72,337737.77,1.52,0.03,23.3,76.67,0.01,31.33,46.79,746.81,2115321.06,18.85,9.85,34.46,0.8,media,media
Jucás,Ceará,23807,25.4,46.16,43.56,10.27,61.07,31.15,78.64,16.8,4.56,0.0,103183347.1,4334,1030,0,0.0,4.5,16.3,0.0,0.0,44.11,0.77,19.0,199642.96,99069.6,0.0,0.0,8.89,91.11,0.13,24.62,12.64,783.02,1501629.8,19.98,8.99,5.59,0.0,media,media
Limoeiro do Norte,Ceará,56264,75.01,42.11,50.61,7.28,59.19,13.8,64.33,28.04,7.63,0.0,506700080.6,9590,3990,2113,0.1,4.3,13.7,0.05,0.29,21.09,0.8,9.54,202459.3,1993642.12,0.53,5.53,16.6,77.86,24.72,22.56,34.19,765.32,2224112.51,17.41,9.28,20.08,0.18,media,media
Maranguape,Ceará,113561,192.19,48.21,45.35,6.44,76.99,19.43,58.72,37.28,4.0,1.82,825883728.6,17751,5679,1100,0.1,2.9,12.0,0.02,0.71,25.4,0.79,7.35,2237414.78,447747.38,0.09,4.12,26.19,69.48,5.7,46.74,17.81,763.38,1971446.06,16.44,8.43,8.92,0.26,media,media
Marco,Ceará,24703,43.03,53.83,39.53,6.64,63.38,5.45,75.99,19.63,4.39,0.0,150030212.1,6404,1237,0,0.1,4.0,23.0,0.0,0.92,41.45,0.73,18.65,79500.06,144177.23,0.0,6.38,35.11,58.51,1.98,41.06,7.81,603.49,1598019.17,10.26,6.98,4.01,0.0,media,media
Morada Nova,Ceará,62065,22.33,43.29,47.51,9.19,58.41,7.07,73.14,20.79,6.08,0.0,409467010.4,12345,2961,0,0.1,5.6,15.0,0.02,0.9,39.18,0.76,11.96,324488.68,57655.68,0.32,1.5,15.79,82.71,0.75,16.33,17.14,844.66,1960493.95,14.95,8.18,8.27,0.16,media,media
Pacajus,Ceará,61838,242.85,47.46,46.65,5.89,82.82,0.6,64.5,30.33,5.17,0.0,604600638.5,12371,2953,0,0.1,2.0,14.9,0.0,0.9,24.7,0.79,8.87,1281104.82,257635.76,0.49,3.45,21.0,75.55,6.88,38.67,24.65,874.8,2337104.32,17.34,9.93,15.61,0.32,media,media
Pacatuba,Ceará,72299,547.74,48.06,47.29,4.65,86.1,62.14,53.82,42.77,3.42,0.0,591569215.7,10164,2747,0,0.1,6.4,13.0,0.0,0.72,22.0,0.78,12.43,1138136.35,1519.66,0.14,3.57,29.37,67.06,2.26,47.35,14.04,805.7,2145693.44,26.25,12.97,6.21,0.14,media,media
Palhano,Ceará,8866,20.13,41.53,48.67,9.8,52.54,4.91,70.18,25.2,4.63,3.2,38659040.42,1372,357,0,0.0,3.3,16.0,0.0,0.0,34.53,0.72,15.7,175038.35,18446.88,0.0,0.0,13.33,86.67,0.0,4.94,7.27,804.96,1007608.13,8.74,4.14,3.5,0.0,media,media
Quixadá,Ceará,80604,39.91,47.6,43.94,8.46,72.72,50.95,64.46,28.95,6.6,3.73,575265105.7,15867,5242,3682,0.1,4.5,16.5,0.02,0.73,36.21,0.78,17.34,8854.9,182801.97,1.61,1.71,11.79,86.5,4.24,14.14,41.83,920.84,1951728.58,16.59,8.38,19.84,0.37,media,media
Quixeramobim,Ceará,71887,21.95,46.91,43.8,9.29,62.0,37.38,72.0,23.22,4.78,0.0,458731794.2,13950,3686,457,0.1,4.1,15.9,0.03,0.06,38.37,0.79,9.04,473794.01,5422747.23,0.83,2.3,16.78,80.92,3.91,15.62,32.43,801.61,1667300.08,11.68,6.52,10.46,0.14,media,media
Quixeré,Ceará,19412,31.64,46.74,46.58,6.68,62.02,2.32,77.32,19.22,3.46,0.0,129473187.0,3568,962,0,0.0,3.9,16.7,0.0,0.0,34.25,0.77,12.81,296271.38,1342027.61,0.52,14.75,15.57,69.67,45.42,6.06,11.29,656.88,1886138.61,19.01,11.46,7.68,0.0,media,media
Santa Quitéria,Ceará,42763,10.04,47.31,43.55,9.14,54.88,12.96,76.11,18.36,5.53,0.0,227019786.8,8899,2279,0,0.1,4.3,14.0,0.02,0.65,48.79,0.78,20.76,60168.84,537860.3,0.23,2.29,10.86,86.86,0.25,26.13,15.3,735.96,1596897.64,14.21,7.76,6.85,0.0,media,media
São Benedito,Ceará,44178,130.61,49.41,42.59,8.0,57.24,21.05,76.38,18.22,5.41,1.08,236904525.0,10765,2615,0,0.0,5.0,19.2,0.0,0.16,42.61,0.76,21.55,11126.13,26507.08,0.68,2.5,8.75,88.75,15.51,4.7,29.33,700.23,1269812.43,6.8,3.6,10.59,0.23,media,media
Senador Pompeu,Ceará,26469,26.41,43.07,45.79,11.14,61.55,29.45,72.84,21.98,5.18,0.0,137928370.9,5092,1283,0,0.3,6.6,12.9,0.04,0.85,37.35,0.77,8.64,2459.86,682035.21,0.0,1.23,9.82,88.96,0.14,39.45,24.53,708.56,1346260.36,14.98,7.93,11.67,0.0,media,media
Sobral,Ceará,188233,88.67,47.98,45.96,6.06,88.75,71.99,57.12,31.08,11.8,0.94,2559091634.0,40461,14631,13459,0.1,7.2,17.1,0.05,1.16,25.2,0.83,10.36,1577351.0,9558853.28,1.22,0.49,14.56,84.96,0.18,57.03,35.86,839.19,3293286.33,14.49,7.75,28.72,0.8,media,media
Trairi,Ceará,51422,55.55,50.38,41.83,7.79,37.98,3.83,73.65,20.94,5.41,6.34,263920329.7,10416,3357,0,0.1,3.1,15.8,0.0,0.1,53.07,0.74,24.63,15454.67,1767.34,1.94,11.39,6.33,82.28,6.23,10.29,11.29,699.27,1341588.74,6.86,3.86,3.13,0.0,media,media
Ubajara,Ceará,31787,75.5,48.26,44.13,7.6,50.35,6.09,68.85,25.25,5.9,0.0,200782903.4,6654,1807,0,0.2,5.2,16.8,0.0,0.28,36.4,0.77,15.35,90462.14,5774686.51,0.94,2.92,10.22,86.86,19.97,1.44,43.94,873.0,1559001.63,16.75,7.25,38.0,0.0,media,media
Atilio Vivacqua,Espírito Santo,9850,44.08,41.25,50.64,8.11,63.61,63.6,67.19,25.16,7.66,0.0,135514822.5,1082,495,0,0.0,3.1,8.4,0.0,3.6,13.14,0.84,8.42,597525.89,21769251.78,0.0,6.76,44.59,48.65,7.03,47.09,14.66,989.57,2995729.14,10.56,5.6,19.9,0.0,media,media
Barra de São Francisco,Espírito Santo,40649,43.16,40.71,50.51,8.79,66.78,55.3,66.18,26.11,7.71,0.54,468695164.7,4754,1773,43,0.1,7.1,16.4,0.02,0.63,16.38,0.82,9.38,382007.43,12586445.42,1.23,0.35,21.33,78.32,2.53,30.72,42.82,1063.17,2568963.63,18.86,8.34,33.65,1.72,media,media
Brejetuba,Espírito Santo,11915,34.62,46.82,48.6,4.58,30.42,23.25,77.26,18.81,3.93,0.0,109097195.4,1540,561,0,0.0,1.8,13.3,0.0,1.0,21.79,0.83,6.91,2439.78,293460.34,0.0,1.54,10.77,87.69,28.76,6.31,16.23,763.96,1580081.07,2.69,1.4,10.16,0.0,media,media
Cachoeiro de Itapemirim,Espírito Santo,189889,216.23,39.53,52.84,7.62,91.43,86.87,56.49,31.38,12.13,0.05,3038806959.0,23750,10774,5907,0.3,9.8,17.3,0.05,1.67,6.64,0.84,10.63,884755.88,9969130.07,1.05,0.74,26.69,72.57,1.19,34.19,54.09,1090.15,3465748.89,19.46,8.15,44.55,1.53,media,media
Cariacica,Espírito Santo,348738,1246.12,42.47,51.36,6.17,96.95,76.12,57.57,34.15,8.29,0.12,5260712730.0,42438,18024,4023,0.2,3.8,15.0,0.03,0.1,7.87,0.84,11.21,7194968.92,1248210.03,0.43,0.59,17.68,81.7,0.41,18.89,69.12,1081.54,3344528.88,19.1,8.86,34.09,0.77,media,media
Castelo,Espírito Santo,34747,52.32,37.19,53.24,9.58,66.08,62.61,64.37,25.16,10.48,0.0,454628010.7,1906,1426,694,0.1,5.1,11.6,0.03,0.89,6.8,0.85,13.79,208576.28,5407498.2,0.86,4.61,23.06,72.32,4.02,32.44,42.43,896.4,2414359.14,8.71,3.27,37.15,1.73,media,media
Colatina,Espírito Santo,111788,78.9,37.94,53.83,8.23,88.49,82.82,57.62,29.38,13.0,0.26,1895482917.0,14593,7436,4648,0.1,9.3,12.6,0.1,0.98,5.75,0.84,11.74,3652.99,22946997.44,1.7,1.73,25.97,72.29,1.92,35.29,54.01,993.08,3271521.52,15.12,6.12,52.93,2.06,media,media
Ecoporanga,Espírito Santo,23212,10.16,40.2,50.47,9.34,64.48,42.96,69.41,24.72,5.88,0.11,254719667.4,2335,1016,0,0.1,5.2,13.7,0.04,1.17,20.65,0.82,12.09,10784.94,9882287.61,1.72,12.84,21.79,65.37,18.67,23.48,24.58,989.39,2496473.35,10.86,7.19,18.27,0.86,media,media
Guarapari,Espírito Santo,105286,177.1,40.66,52.08,7.26,95.46,51.81,52.83,33.8,13.38,0.82,1215710068.0,16983,4870,2170,0.2,3.5,15.0,0.06,0.4,8.94,0.84,9.23,6159.6,9254.03,5.41,1.32,14.97,83.66,1.91,14.62,67.99,871.7,2549047.54,19.48,9.07,64.78,2.18,media,media
Ibiraçu,Espírito Santo,11178,55.54,40.67,51.33,8.0,75.69,75.28,63.33,27.82,8.86,0.69,257364284.0,892,379,0,0.0,2.5,12.2,0.0,1.27,7.23,0.84,7.35,9558438.9,17972389.52,0.89,3.47,20.85,75.29,3.47,38.39,46.19,989.2,4806435.92,14.87,7.72,44.64,2.68,media,media
Iconha,Espírito Santo,12523,61.53,35.54,56.22,8.25,59.22,39.58,64.97,26.68,8.35,0.68,191557693.8,1411,485,0,0.0,3.9,10.1,0.08,1.62,7.14,0.83,7.24,11709.65,258.72,0.0,0.7,15.03,84.27,1.06,10.83,70.53,1231.01,2681327.92,6.72,3.9,41.6,2.4,media,media
Itapemirim,Espírito Santo,30988,55.15,42.64,49.86,7.5,62.01,13.12,73.67,21.49,4.84,0.0,1345572402.0,3267,1296,0,0.1,6.1,19.0,0.0,1.06,15.71,0.81,10.63,70689.3,4226290.5,1.94,4.19,20.32,75.48,14.93,26.05,22.43,923.93,11065559.21,16.67,7.65,18.39,1.29,media,media
João Neiva,Espírito Santo,15809,55.52,36.87,54.03,9.1,81.34,81.22,51.77,35.32,12.92,0.0,218791184.9,1674,1013,0,0.2,6.1,12.3,0.13,1.13,6.98,0.86,11.33,37822.13,21215768.87,1.9,0.82,20.0,79.18,5.68,33.92,44.52,1165.01,3147870.5,18.52,7.59,38.65,1.27,media,media
Linhares,Espírito Santo,141306,40.33,44.34,49.96,5.7,86.75,61.96,57.1,31.16,11.74,0.23,3259690613.0,20378,7418,4284,0.1,5.3,18.2,0.01,2.09,10.78,0.83,10.74,7743526.18,3185902.01,1.34,3.55,22.48,73.96,12.57,30.25,40.88,1078.96,4721219.1,17.01,8.14,47.98,1.27,media,media
Mimoso do Sul,Espírito Santo,25902,29.79,38.13,52.5,9.37,65.3,45.36,70.35,21.13,8.53,0.82,247036698.7,1732,1030,0,0.1,6.4,12.0,0.04,0.96,13.65,0.83,14.16,305285.31,9566257.82,0.39,4.82,16.87,78.31,14.27,18.41,33.46,873.27,1882327.39,8.41,3.71,18.88,0.77,media,media
Nova Venécia,Espírito Santo,46031,31.92,41.37,50.64,7.99,68.13,57.43,62.83,27.84,9.33,0.84,553502061.1,7367,2660,2080,0.2,5.0,14.3,0.07,0.63,11.77,0.84,10.97,113177.42,5749792.97,1.74,4.34,20.45,75.21,7.72,25.34,46.2,983.18,2321280.26,9.07,5.21,39.3,1.96,media,media
Rio Novo do Sul,Espírito Santo,11325,55.42,38.12,52.36,9.52,53.07,44.23,68.01,23.92,8.08,0.0,110469486.0,1257,546,0,0.1,3.5,8.9,0.0,1.45,9.0,0.84,11.2,744054.75,14137952.32,0.88,1.54,26.92,71.54,3.87,25.85,31.2,864.41,2097287.04,12.65,6.41,24.19,0.88,media,media
São Domingos do Norte,Espírito Santo,8001,26.79,39.72,51.72,8.56,43.99,40.25,69.48,22.62,7.9,0.0,95090364.81,607,381,0,0.4,7.4,11.1,0.0,0.63,12.37,0.81,11.57,4368446.44,42958562.68,2.5,4.08,22.45,73.47,6.86,48.11,20.88,1009.76,2444675.39,15.77,5.96,18.37,1.25,media,media
São Gabriel da Palha,Espírito Santo,31859,73.26,40.47,52.0,7.53,77.61,68.25,67.57,23.37,9.06,0.22,330433901.8,2302,1268,0,0.2,5.8,15.1,0.06,0.53,11.49,0.84,6.88,2635.68,1027.65,1.57,0.15,29.79,70.06,1.41,47.33,40.71,757.63,1961614.72,7.77,4.26,43.32,1.26,media,media
São Mateus,Espírito Santo,109028,46.62,44.55,49.69,5.76,78.37,54.36,52.29,36.19,11.52,0.56,1264753147.0,15287,7190,3653,0.2,7.8,16.2,0.04,0.89,14.44,0.84,11.52,71121.27,498222.66,2.84,3.41,11.91,84.68,16.03,13.53,52.76,1267.58,2496952.83,18.8,9.67,41.6,1.28,media,media
Vargem Alta,Espírito Santo,19130,46.25,42.45,50.23,7.33,36.87,15.78,77.49,16.48,6.03,1.0,232108116.0,2752,778,0,0.1,2.7,11.8,0.05,2.42,13.74,0.81,10.47,286666.49,6466107.68,2.09,0.65,43.97,55.37,7.33,43.13,21.93,943.7,2311555.69,9.71,3.88,18.09,0.0,media,media
Venda Nova do Imigrante,Espírito Santo,20447,109.98,40.02,53.1,6.88,74.88,59.84,66.68,22.76,10.56,0.74,321012583.8,1494,1190,495,0.2,5.2,14.8,0.05,1.2,9.28,0.85,12.57,3345917.74,4364609.97,1.96,2.32,23.21,74.47,12.91,25.65,48.67,928.8,2888727.08,9.01,3.09,55.22,1.47,media,media
Viana,Espírito Santo,65001,207.84,42.85,52.11,5.04,93.43,67.13,67.07,28.32,4.61,0.92,897215303.1,8882,2682,32,0.2,2.3,18.5,0.0,0.74,10.17,0.82,8.13,9016090.06,11516604.67,0.31,3.64,15.07,81.29,2.64,22.12,59.53,1199.24,3246094.29,18.58,9.5,19.6,0.31,media,media
Açailândia,Maranhão,104047,17.92,51.72,43.57,4.71,74.93,2.16,64.17,29.09,6.74,0.14,1013951541.0,21762,7055,338,0.2,2.5,22.1,0.05,0.4,25.17,0.79,5.79,1559671.11,18042959.05,0.77,13.95,12.71,73.34,21.02,23.13,38.01,986.42,2607449.71,19.62,11.09,25.79,0.38,media,media
Balsas,Maranhão,83528,6.36,53.37,42.17,4.47,87.45,0.52,60.97,28.13,10.9,0.0,1436574684.0,13264,4877,1278,0.3,3.2,23.3,0.05,0.24,21.22,0.81,6.8,2551521.77,27061282.44,1.8,12.32,10.07,77.61,12.98,8.29,56.33,1058.34,4239892.58,11.47,7.11,35.33,0.48,media,media
Centro Novo do Maranhão,Maranhão,17622,2.11,58.79,38.02,3.2,33.97,0.1,86.3,11.61,2.09,0.0,62358266.52,5579,890,0,0.0,0.0,0.0,0.0,0.0,53.65,0.72,12.1,46896.49,52704.01,0.0,20.0,26.67,53.33,18.16,45.82,2.02,720.13,1272872.01,20.88,10.78,0.23,0.0,media,media
Godofredo Viana,Maranhão,10635,15.94,53.0,42.86,4.14,68.01,0.23,74.87,21.73,3.4,0.0,45679239.3,1087,456,0,0.0,0.9,12.6,0.0,0.0,46.2,0.75,11.16,2071641.75,14717367.18,0.0,0.0,0.0,100.0,0.0,74.0,1.73,1492.21,1071019.93,21.09,10.96,1.13,0.0,media,media
Governador Edison Lobão,Maranhão,15895,25.81,52.14,42.18,5.69,44.47,0.81,72.93,23.5,3.57,0.34,141261567.2,2499,764,0,0.0,1.8,7.1,0.0,0.0,28.48,0.76,3.72,544917.27,1408480.65,0.63,42.03,17.39,40.58,4.3,40.64,12.73,688.9,2344986.72,22.26,11.84,7.11,0.63,media,media
Imperatriz,Maranhão,247505,180.79,47.37,47.0,5.63,94.95,36.83,48.98,40.25,10.77,0.25,2941245468.0,44609,17437,11555,0.4,7.8,27.7,0.14,0.29,14.35,0.8,10.65,61406.84,1212.1,1.33,3.82,11.88,84.27,5.32,16.07,63.07,943.25,2683624.49,17.27,8.09,44.56,0.65,media,media
Porto Franco,Maranhão,21530,15.19,50.25,43.53,6.22,78.71,0.61,62.36,28.56,9.08,0.15,225093781.7,3461,1261,121,0.0,4.2,30.9,0.05,0.0,23.3,0.8,13.57,2259410.59,43579260.1,1.39,7.56,13.37,79.07,23.85,18.14,27.67,1186.97,2518684.89,14.97,8.36,20.16,0.0,media,media
Alta Floresta,Mato Grosso,49164,5.48,43.72,50.89,5.39,86.94,13.77,62.85,26.07,11.08,0.15,686187356.0,9573,3338,2047,0.2,4.5,19.7,0.08,0.49,5.77,0.82,8.28,40680.17,4141182.17,4.47,4.32,17.5,78.18,13.74,26.83,46.07,1063.78,2857647.84,14.26,5.9,47.03,0.41,media,media
Alto Taquari,Mato Grosso,8072,5.7,47.05,49.75,3.2,89.83,0.51,62.07,26.77,11.16,0.11,391751757.0,1791,382,0,0.1,3.0,18.9,0.0,0.63,4.3,0.83,9.16,49233.15,83325246.53,4.96,12.9,10.48,76.61,23.89,45.85,15.75,1690.75,9335336.02,4.48,2.5,27.5,0.0,media,media
Aripuanã,Mato Grosso,18656,0.74,49.12,47.9,2.98,62.36,1.47,71.25,21.51,7.25,0.27,272207457.3,4694,1199,61,0.2,2.5,25.1,0.05,0.0,19.96,0.82,6.4,6828173.78,12659137.54,3.22,5.56,32.59,61.85,16.89,34.95,27.63,1106.66,3937162.36,11.83,6.45,25.62,0.0,media,media
Barra do Garças,Mato Grosso,56560,6.23,42.27,51.05,6.69,93.4,44.02,46.33,34.54,19.13,0.17,890929160.8,9722,4282,3780,0.1,6.4,17.8,0.07,0.67,10.88,0.82,11.4,200914.96,28648522.28,3.89,5.65,11.02,83.24,10.02,17.99,57.99,1072.75,3700283.11,17.18,7.99,55.2,1.77,media,media
Cáceres,Mato Grosso,87942,3.61,45.37,48.12,6.51,86.69,15.69,51.28,34.0,14.73,1.98,903219743.5,16408,5792,4168,0.2,7.8,18.0,0.06,0.5,14.28,0.81,19.26,28138.43,1012938.3,3.64,4.47,9.96,85.47,14.7,11.19,59.4,934.82,2441685.82,16.19,8.23,32.86,0.68,media,media
Campo Verde,Mato Grosso,31589,6.61,45.86,50.58,3.57,79.9,0.92,57.97,27.63,14.4,0.91,933113788.8,5765,1893,412,0.4,2.9,18.2,0.06,0.47,3.57,0.83,7.93,18291.18,24664552.85,2.53,9.65,12.87,77.48,40.87,11.7,39.07,1183.2,5639868.33,12.57,6.58,43.08,2.53,media,media
Canarana,Mato Grosso,18754,1.72,45.38,50.16,4.47,81.86,0.17,64.99,23.84,11.18,0.33,329140014.1,4441,1080,0,0.3,2.2,34.6,0.11,0.21,10.29,0.83,9.09,226838.54,18975520.42,4.27,11.14,11.14,77.72,34.06,5.63,45.93,1135.88,3572159.34,10.28,5.61,34.02,1.07,media,media
Colíder,Mato Grosso,30766,9.95,41.89,50.92,7.19,81.52,15.66,69.93,19.34,10.73,0.16,429526587.3,4849,2178,859,0.3,5.6,17.8,0.1,0.65,8.8,0.82,10.1,263052.07,4084223.82,3.25,3.95,20.37,75.68,7.04,26.08,50.82,988.98,2745603.42,9.39,5.01,44.92,1.95,media,media
Colniza,Mato Grosso,26381,0.94,50.08,47.05,2.87,58.08,0.0,79.06,16.94,4.0,0.17,223823526.9,6061,1605,0,0.2,2.6,18.8,0.04,0.0,31.89,0.82,3.63,375.27,6240671.7,1.52,3.5,28.5,68.0,6.25,35.78,32.08,920.36,1726690.83,6.25,4.88,13.95,0.0,media,media
Cuiabá,Mato Grosso,551098,157.66,41.96,52.87,5.17,98.11,58.34,38.85,34.86,26.3,0.28,12636489767.0,83839,36526,38723,0.2,9.5,21.6,0.11,0.56,5.31,0.83,24.4,2219912.1,3789024.37,1.92,1.7,15.7,82.55,1.04,15.63,53.99,1254.14,4479451.37,16.34,6.77,69.2,1.56,media,media
Diamantino,Mato Grosso,20341,2.47,45.63,49.11,5.26,79.17,8.84,59.79,23.6,16.61,0.2,726479221.8,3710,1272,1332,0.1,3.7,16.7,0.05,0.8,9.18,0.83,9.49,249190.31,74720027.04,2.46,17.96,7.74,74.3,35.56,23.55,26.45,1309.3,6774742.22,10.48,5.65,31.27,0.49,media,media
Itiquira,Mato Grosso,11478,1.32,43.2,52.42,4.37,38.33,1.83,64.58,26.23,9.19,0.0,566426559.4,1636,549,0,0.0,3.0,12.0,0.0,0.0,8.66,0.81,7.72,200383.34,63169797.87,4.36,25.53,8.51,65.96,50.27,5.44,13.81,1233.83,11511406.54,21.68,12.64,18.73,0.0,media,media
Jaciara,Mato Grosso,25647,15.51,42.51,51.45,6.04,91.83,3.99,59.66,27.47,12.87,0.2,436353185.1,4428,1611,348,0.3,3.6,16.3,0.08,0.46,8.84,0.83,8.67,838338.6,766738.8,2.73,6.5,11.99,81.3,18.39,17.58,54.0,1149.4,3609199.11,12.4,6.11,49.01,2.34,media,media
Juína,Mato Grosso,39255,1.5,44.68,50.03,5.29,87.81,0.9,64.24,27.09,8.67,0.1,479061346.7,7653,2802,638,0.4,6.1,21.2,0.15,0.05,10.48,0.85,7.82,127.37,1447431.66,2.55,5.08,20.66,74.26,8.39,24.71,49.62,964.04,2530351.2,10.04,4.69,39.03,1.02,media,media
Lucas do Rio Verde,Mato Grosso,45556,12.43,46.91,50.78,2.31,93.88,21.19,48.78,37.49,13.74,0.16,1347916850.0,5670,2407,900,0.2,2.3,21.2,0.0,0.41,2.64,0.83,8.98,2237766.7,55489641.1,4.39,2.47,20.64,76.89,10.19,38.55,43.61,1222.87,5489169.04,8.02,5.45,58.92,3.07,media,media
Nobres,Mato Grosso,15002,3.85,44.79,47.62,7.59,81.77,1.02,58.87,30.51,10.62,0.17,343040982.7,2905,1106,0,0.2,3.7,17.9,0.13,0.27,11.98,0.83,11.7,22827.62,337597.65,4.67,9.22,16.02,74.76,7.07,25.36,42.69,1019.51,5344029.27,15.43,8.1,29.53,0.67,media,media
Nova Lacerda,Mato Grosso,5436,1.15,47.28,49.15,3.57,55.3,0.08,77.88,16.3,5.83,0.51,110567261.5,1118,255,0,0.0,0.0,0.0,0.0,0.4,23.66,0.83,10.17,41331.86,56677498.16,3.68,7.5,27.5,65.0,22.05,37.46,17.72,1305.25,4763940.04,9.4,4.58,22.99,0.0,media,media
Nova Xavantina,Mato Grosso,19643,3.52,41.71,51.57,6.73,79.66,11.42,64.98,23.42,11.6,0.06,234090738.2,3338,1111,970,0.1,3.9,18.2,0.05,0.4,11.07,0.8,11.21,238714.05,7032007.84,4.07,18.58,9.29,72.14,21.67,20.55,36.35,990.81,2435351.52,11.96,5.85,26.42,0.51,media,media
